filename,length,entropy,mean,variance,min,max,marker
s0038.hex,2112,7.906104072409581,125.20217803030303,5331.016415710729,0,255,|ARCH:powerpc|
s0039.hex,4149,7.958006529437544,127.6700409737286,5459.248803589548,0,255,|ARCH:x86_64|
s0040.hex,562,7.6186892575822664,126.48576512455516,5504.861897012449,0,255,|ARCH:x86|
s0041.hex,577,7.604249866797081,122.63258232235702,5053.362404596775,0,255,|ARCH:arm64|
s0042.hex,327,7.151291101189636,112.18654434250764,4719.387219556902,0,255,|ARCH:arm64|
s0043.hex,554,7.5941211177605785,122.98194945848375,5313.126027968564,0,255,|ARCH:arm64|
s0044.hex,560,7.614976284441456,125.08392857142857,5377.955455994898,0,255,|ARCH:x86_64|
s0045.hex,565,7.650170742574889,124.51504424778761,5342.890481635211,0,255,|ARCH:mips|
s0046.hex,547,7.57350275652441,129.40219378427787,4974.620689885665,0,255,|ARCH:mips|
s0047.hex,2091,7.902503474545362,126.27642276422765,5450.5223470312185,0,255,|ARCH:x86|
s0048.hex,321,7.21623589384986,112.21183800623054,4437.32584117002,1,254,|ARCH:powerpc|
s0049.hex,316,7.297794236902607,120.18987341772151,5270.761416439673,0,252,|ARCH:x86_64|
s0050.hex,320,7.215675890550717,121.7125,4559.41109375,1,255,|ARCH:x86_64|
s0051.hex,306,7.155845625390997,120.36274509803921,5236.100442137639,0,255,|ARCH:arm64|
s0052.hex,2103,7.916313174357899,126.5734664764622,5341.846124312595,0,255,|ARCH:x86_64|
s0053.hex,4156,7.950611591380115,127.20620789220405,5443.469749720015,0,255,|ARCH:arm64|
s0054.hex,4165,7.953641391823058,125.85306122448979,5375.696536247152,0,255,|ARCH:x86_64|
s0055.hex,326,7.175957527528049,122.75766871165644,5124.3369810681625,1,255,|ARCH:mips|
s0056.hex,2093,7.9056080503297395,125.10702341137124,5471.357872315267,0,255,|ARCH:x86|
s0057.hex,2096,7.900014794834521,129.82967557251908,5330.886543024518,0,255,|ARCH:mips|
s0058.hex,2099,7.9018555908434385,127.67746545974273,5466.346185858144,0,255,|ARCH:x86_64|
s0059.hex,4144,7.962504895184281,127.6780888030888,5552.087010246941,0,255,|ARCH:x86_64|
s0060.hex,4166,7.9566743763447905,127.435429668747,5556.083564709768,0,255,|ARCH:mips|
s0061.hex,558,7.5918984195786905,122.95340501792114,5224.345499158541,0,255,|ARCH:x86_64|
s0062.hex,309,7.155988727034655,114.46925566343042,4903.7183104492,1,254,|ARCH:arm|
s0063.hex,570,7.57232919628352,124.41754385964913,5373.180043090181,0,255,|ARCH:x86|
s0064.hex,564,7.604333292830374,127.60106382978724,5347.1653180172025,0,255,|ARCH:powerpc|
s0065.hex,554,7.582388484124371,125.76714801444044,5425.539642768706,0,255,|ARCH:arm|
s0066.hex,563,7.624754007648609,124.797513321492,5272.182800210746,0,255,|ARCH:powerpc|
s0067.hex,567,7.594762969512792,123.44973544973546,5293.090506984687,0,255,|ARCH:x86|
s0068.hex,2098,7.9191486724647415,124.73355576739752,5417.68448888178,0,255,|ARCH:x86_64|
s0069.hex,573,7.66591715558705,125.73123909249564,5271.006301606011,1,255,|ARCH:arm64|
s0070.hex,4147,7.958265862090036,126.53822040028936,5496.539834112987,0,255,|ARCH:x86_64|
s0071.hex,330,7.227715520322468,118.05454545454545,4653.5182369146005,0,255,|ARCH:powerpc|
s0072.hex,8250,7.980305991879865,127.58084848484849,5368.41679685583,0,255,|ARCH:x86_64|
s0073.hex,316,7.140751031505644,116.2120253164557,4805.306311087967,0,248,|ARCH:arm|
s0074.hex,2096,7.908229165575426,127.00047709923665,5501.553911986117,0,255,|ARCH:x86|
s0075.hex,305,7.271234019332882,114.59016393442623,4913.468099973125,1,255,|ARCH:powerpc|
s0076.hex,8257,7.979302853647656,127.18675063582415,5407.577332023684,0,255,|ARCH:arm|
s0077.hex,305,7.1838405044736895,118.87868852459016,5085.601676968557,0,253,|ARCH:mips|
s0078.hex,572,7.59302765019012,120.39160839160839,5098.185803706783,0,255,|ARCH:arm|
s0079.hex,327,7.201678842621301,120.19571865443424,4675.704813474361,0,255,|ARCH:x86|
s0080.hex,303,7.120600812267854,120.0957095709571,4906.733413935453,1,254,|ARCH:x86_64|
s0081.hex,4150,7.94194947708241,126.78265060240963,5336.277096588765,0,255,|ARCH:arm|
s0082.hex,4144,7.954797162638887,126.94860038610038,5419.868255763089,0,255,|ARCH:arm64|
s0083.hex,2098,7.913259311777204,123.62774070543375,5351.902891082433,0,255,|ARCH:arm|
s0084.hex,307,7.218264237944901,122.95765472312704,4419.747392545279,1,254,|ARCH:x86_64|
s0085.hex,560,7.576565971933729,127.62142857142857,5100.578112244898,0,255,|ARCH:powerpc|
s0086.hex,2102,7.902329240993732,126.68125594671741,5352.5140064149855,0,255,|ARCH:mips|
s0087.hex,2124,7.909271504018231,125.14359698681733,5399.302826233061,0,255,|ARCH:powerpc|
s0088.hex,307,7.220313718345848,120.04885993485343,5140.580674596017,0,255,|ARCH:arm|
s0089.hex,304,7.221937908451424,120.03618421052632,4836.751980176593,2,255,|ARCH:arm|
s0090.hex,8231,7.975285715695698,127.08759567488762,5440.4060069880215,0,255,|ARCH:x86_64|
s0091.hex,2109,7.905900571663599,129.12138454243717,5416.042164797125,0,255,|ARCH:powerpc|
s0092.hex,4144,7.953093343507926,126.44546332046332,5429.728685982246,0,255,|ARCH:arm|
s0093.hex,308,7.202738032492434,107.68831168831169,5067.461291954799,0,255,|ARCH:x86_64|
s0094.hex,312,7.1761573683889806,106.25320512820512,4472.387810239974,0,255,|ARCH:powerpc|
s0095.hex,4134,7.960714131086331,129.49008224479923,5406.6693501141835,0,255,|ARCH:powerpc|
s0096.hex,2095,7.9032206971365575,127.7837708830549,5347.168996758961,0,255,|ARCH:mips|
s0097.hex,8234,7.977505029707648,126.16261841146466,5448.281425060365,0,255,|ARCH:arm|
s0098.hex,552,7.6257181699069,128.34782608695653,5024.8898865784495,2,255,|ARCH:arm64|
s0099.hex,4143,7.955405761776307,127.31474776731837,5384.201199351054,0,255,|ARCH:arm64|
s0100.hex,320,7.269979540266738,114.1625,4893.62984375,0,253,|ARCH:x86_64|
s0101.hex,561,7.529218682058501,124.80392156862744,4861.690608507217,0,255,|ARCH:powerpc|
s0102.hex,569,7.596468275237229,122.31985940246045,4973.4161433897225,0,255,|ARCH:powerpc|
s0103.hex,2093,7.916827462832745,125.87816531294793,5472.383149620067,0,255,|ARCH:arm|
s0104.hex,315,7.12370286191782,114.88571428571429,4957.371065759637,1,253,|ARCH:x86|
s0105.hex,4140,7.949247993765007,126.0816425120773,5491.742126770753,0,255,|ARCH:arm64|
s0106.hex,8256,7.9765914890120175,126.25641957364341,5334.645125940237,0,255,|ARCH:powerpc|
s0107.hex,2122,7.906261993185463,125.69651272384543,5440.520525067934,0,255,|ARCH:powerpc|
s0108.hex,565,7.626373311024831,130.7982300884956,5621.7044216461745,0,255,|ARCH:x86_64|
s0109.hex,2105,7.901644952515902,125.9667458432304,5312.221221952032,0,255,|ARCH:arm|
s0110.hex,8242,7.9809781927017065,126.43897112351371,5480.8128855223395,0,255,|ARCH:arm64|
s0111.hex,546,7.588576647935252,127.04212454212454,5373.234489259215,0,255,|ARCH:x86|
s0112.hex,4156,7.955911947394183,124.42083734359962,5423.936226055353,0,255,|ARCH:powerpc|
s0113.hex,2092,7.890103700610282,127.71797323135755,5338.827726676148,0,255,|ARCH:x86|
s0114.hex,4168,7.957799491773052,126.80782149712093,5426.491618286755,0,255,|ARCH:arm64|
s0115.hex,578,7.649143241855229,124.77162629757785,5227.629506351696,0,255,|ARCH:mips|
s0116.hex,556,7.635865507345425,122.63848920863309,5567.975425055639,0,255,|ARCH:x86|
s0117.hex,4142,7.955456439138366,126.02028005794303,5335.203837874248,0,255,|ARCH:mips|
s0118.hex,573,7.569041745595508,123.85689354275742,4670.761370454636,1,255,|ARCH:x86_64|
s0119.hex,311,7.1356475788671725,123.90353697749197,4493.199698100722,0,254,|ARCH:arm|
s0120.hex,564,7.573316275996774,122.91312056737588,5305.951671822343,0,255,|ARCH:powerpc|
s0121.hex,547,7.558176825317349,121.39305301645338,4973.938745158066,0,255,|ARCH:arm64|
s0122.hex,8238,7.979385613044794,126.79800922554018,5484.4323728273,0,255,|ARCH:x86_64|
s0123.hex,4145,7.955796799655824,127.33462002412546,5569.607450428598,0,255,|ARCH:powerpc|
s0124.hex,4155,7.956100109948938,128.24909747292418,5395.585844552472,0,255,|ARCH:mips|
s0125.hex,4158,7.950225070967473,125.32275132275132,5458.031473719305,0,255,|ARCH:powerpc|
s0126.hex,325,7.247480219194472,118.48,5075.511138461538,0,255,|ARCH:mips|
s0127.hex,2107,7.907424892084271,123.48552444233508,5443.455295916227,0,255,|ARCH:x86_64|
s0128.hex,567,7.562282914707631,123.28042328042328,5120.364043559811,0,255,|ARCH:mips|
s0129.hex,564,7.586498943230988,122.91134751773049,5124.95667974448,0,255,|ARCH:x86|
s0130.hex,4143,7.958048958135571,125.87472845763939,5386.498668614414,0,255,|ARCH:arm64|
s0131.hex,316,7.207084982513589,117.67721518987342,4924.598341611922,0,255,|ARCH:x86_64|
s0132.hex,304,7.2625257256476,120.78618421052632,5012.891782808172,2,254,|ARCH:powerpc|
s0133.hex,8236,7.976274084421181,125.95677513355999,5479.442764928065,0,255,|ARCH:mips|
s0134.hex,8247,7.97773445939105,126.41554504668365,5462.077473884445,0,255,|ARCH:powerpc|
s0135.hex,550,7.563847677322798,124.92,5093.186327272727,0,254,|ARCH:x86|
s0136.hex,2105,7.91055381716489,126.49453681710214,5533.700801507552,0,255,|ARCH:arm|
s0137.hex,313,7.2115455450476995,113.27476038338658,5148.60182302565,0,255,|ARCH:arm64|
s0138.hex,2093,7.924295516972762,127.04968944099379,5239.750994886831,0,255,|ARCH:powerpc|
s0139.hex,562,7.586643609826419,123.16548042704626,5234.305356441788,1,255,|ARCH:mips|
s0140.hex,4168,7.957678056185751,124.93570057581574,5336.357189960249,0,255,|ARCH:powerpc|
s0141.hex,578,7.625412703894155,123.30968858131487,4963.656688138312,0,255,|ARCH:arm|
s0142.hex,2102,7.919095083137484,127.85490009514749,5396.4247119548145,0,255,|ARCH:x86_64|
s0143.hex,326,7.198267255277666,114.4601226993865,4787.653317776356,1,252,|ARCH:arm64|
s0144.hex,567,7.5943873091802265,128.0,5149.608465608466,0,254,|ARCH:x86_64|
s0145.hex,2102,7.8959509173898335,124.67174119885823,5240.828497348817,0,255,|ARCH:mips|
s0146.hex,579,7.589756813255852,125.1174438687392,4953.661509182946,0,255,|ARCH:powerpc|
s0147.hex,312,7.2148871374913295,113.40384615384616,4778.2599852071,0,255,|ARCH:arm64|
s0148.hex,558,7.628880678645389,125.71326164874552,5204.484089361647,0,255,|ARCH:x86|
s0149.hex,298,7.260657858008717,117.8489932885906,4589.906727174452,0,254,|ARCH:x86|
s0150.hex,312,7.1607693469954805,120.57051282051282,5196.610412557528,1,255,|ARCH:mips|
s0151.hex,4146,7.9559300017589,127.53883260974433,5303.14477760488,0,255,|ARCH:mips|
s0152.hex,2096,7.900875636955349,124.34446564885496,5233.996801432026,0,255,|ARCH:mips|
s0153.hex,306,7.104265429751475,121.26470588235294,4545.175028835063,1,253,|ARCH:arm64|
s0154.hex,4148,7.9524133208626395,124.76615236258438,5493.502692331655,0,255,|ARCH:powerpc|
s0155.hex,8241,7.978278858053657,128.01310520567893,5473.632154427592,0,255,|ARCH:x86|
s0156.hex,584,7.545727362152347,119.54623287671232,4881.7821090964535,0,255,|ARCH:arm64|
s0157.hex,570,7.609494717415159,120.58421052631579,5136.800803324099,0,255,|ARCH:x86_64|
s0158.hex,562,7.6185924478659235,126.22419928825623,5128.373222223629,1,255,|ARCH:x86_64|
s0159.hex,600,7.5923970214967875,116.795,5103.746308333333,0,254,|ARCH:arm64|
s0160.hex,8250,7.976778952365228,126.74315151515151,5463.283725825529,0,255,|ARCH:mips|
s0161.hex,320,7.280635507561167,120.503125,5191.212490234375,1,254,|ARCH:x86_64|
s0162.hex,2106,7.893845237348388,125.81718898385564,5332.349771015567,0,255,|ARCH:x86_64|
s0163.hex,552,7.569497200324157,131.5072463768116,5224.912990968284,0,255,|ARCH:powerpc|
s0164.hex,296,7.27140603806108,122.26013513513513,5146.40868106282,0,255,|ARCH:arm|
s0165.hex,4150,7.951668518682973,126.71493975903614,5385.614885237334,0,255,|ARCH:arm64|
s0166.hex,4157,7.9521970912954,128.1039210969449,5497.29013858218,0,255,|ARCH:x86_64|
s0167.hex,588,7.619396025722048,123.14285714285714,5041.588435374149,0,255,|ARCH:powerpc|
s0168.hex,2084,7.909705101689378,127.33493282149712,5437.846553210458,0,255,|ARCH:arm64|
s0169.hex,2088,7.897955038314933,126.06561302681992,5389.088127880903,0,255,|ARCH:mips|
s0170.hex,2104,7.910200669478105,124.1425855513308,5369.103243505038,0,255,|ARCH:arm|
s0171.hex,310,7.245152652024924,118.24193548387096,4824.505983350676,0,255,|ARCH:x86_64|
s0172.hex,2114,7.913892559502404,126.58041627246925,5422.983362929839,0,255,|ARCH:x86_64|
s0173.hex,322,7.187357039987568,114.83850931677019,4634.831063616373,0,255,|ARCH:arm64|
s0174.hex,4148,7.959528208998567,127.326181292189,5459.870703160961,0,255,|ARCH:powerpc|
s0175.hex,296,7.189636115582404,117.63513513513513,5228.596603360117,1,255,|ARCH:arm|
s0176.hex,559,7.604794094828043,125.61896243291592,5344.346760283025,0,255,|ARCH:x86|
s0177.hex,315,7.199429717020302,120.5015873015873,5197.380156210633,0,255,|ARCH:powerpc|
s0178.hex,4141,7.955454763343538,128.21419946872737,5351.455929744322,0,255,|ARCH:powerpc|
s0179.hex,2093,7.90882313816999,124.92451027233636,5296.240837373641,0,255,|ARCH:arm64|
s0180.hex,313,7.238144356419241,119.90734824281151,5137.707070603967,0,255,|ARCH:powerpc|
s0181.hex,568,7.622370146409762,119.88732394366197,5336.857022416188,0,255,|ARCH:powerpc|
s0182.hex,4143,7.955898682477259,124.30147236302196,5504.151692256477,0,255,|ARCH:x86_64|
s0183.hex,2095,7.915684263297948,125.09260143198091,5369.932236430642,0,255,|ARCH:arm64|
s0184.hex,300,7.268297356931778,117.90333333333334,5206.933988888889,0,254,|ARCH:mips|
s0185.hex,568,7.630893596101232,125.52816901408451,5336.347798055941,0,255,|ARCH:powerpc|
s0186.hex,583,7.597884290904237,124.483704974271,5309.992444592205,0,255,|ARCH:x86|
s0187.hex,308,7.259136764690192,115.19155844155844,4727.473045623208,0,252,|ARCH:mips|
s0188.hex,306,7.097843645123499,123.99346405228758,4349.941133751976,2,255,|ARCH:x86_64|
s0189.hex,328,7.1789792168721265,118.0640243902439,5281.657486243308,0,255,|ARCH:arm64|
s0190.hex,554,7.608992653784996,128.21299638989169,5167.25066141876,1,255,|ARCH:x86|
s0191.hex,307,7.220072565508235,122.0944625407166,5107.40150028117,0,255,|ARCH:powerpc|
s0192.hex,4143,7.948404867653676,126.35095341539947,5337.379124724598,0,255,|ARCH:x86_64|
s0193.hex,2087,7.9053156992812035,128.59319597508386,5248.910217241421,0,255,|ARCH:mips|
s0194.hex,2095,7.915543098919816,125.98424821002386,5481.119083623356,0,255,|ARCH:arm64|
s0195.hex,2084,7.89475899583074,126.3531669865643,5429.479879605513,0,255,|ARCH:mips|
s0196.hex,2108,7.893053677624014,127.21442125237192,5267.491974190668,0,255,|ARCH:powerpc|
s0197.hex,298,7.236928954966503,120.85906040268456,4868.819062204405,0,255,|ARCH:mips|
s0198.hex,576,7.57331635045309,119.75,5226.215277777777,0,255,|ARCH:powerpc|
s0199.hex,4142,7.959508707287355,127.17696764847899,5234.927398047723,0,255,|ARCH:powerpc|
s0200.hex,323,7.093900156788213,119.9938080495356,4850.656308408975,0,255,|ARCH:mips|
s0201.hex,295,7.22874521212569,123.45084745762712,4929.983177247917,2,254,|ARCH:mips|
s0202.hex,8238,7.9789911429581135,126.84304442825929,5482.479006609097,0,255,|ARCH:x86_64|
s0203.hex,296,7.156628441942712,129.15878378378378,4989.538976899196,1,255,|ARCH:arm|
s0204.hex,2104,7.907756557283132,125.70294676806084,5462.835238464847,0,255,|ARCH:arm|
s0205.hex,2102,7.900244942758792,123.56755470980019,5253.539442070032,0,255,|ARCH:x86|
s0206.hex,4140,7.9537742492493315,127.93550724637682,5423.637628124344,0,255,|ARCH:arm|
s0207.hex,2094,7.9063561123290285,125.50859598853869,5255.8468697575,0,255,|ARCH:x86_64|
s0208.hex,2112,7.908686852361693,126.85795454545455,5359.565997331268,0,255,|ARCH:arm|
s0209.hex,2111,7.908336459668951,125.93794410232117,5366.535703778969,0,255,|ARCH:powerpc|
s0210.hex,8229,7.980763236956134,126.72961477700814,5382.057527388364,0,255,|ARCH:mips|
s0211.hex,2113,7.886308640207309,122.55134879318504,5314.262507645972,0,255,|ARCH:mips|
s0212.hex,561,7.6434695985460746,121.06238859180036,5363.698424954166,1,255,|ARCH:x86|
s0213.hex,581,7.59530000477438,120.01549053356283,5218.8620664117,0,255,|ARCH:mips|
s0214.hex,2092,7.912226503949559,126.83604206500956,5365.48698012825,0,255,|ARCH:x86_64|
s0215.hex,2097,7.893434387603145,127.4206008583691,5316.4535193337715,0,255,|ARCH:mips|
s0216.hex,4151,7.9563491008064515,128.04962659600096,5218.406113447657,0,255,|ARCH:powerpc|
s0217.hex,312,7.269414829582761,113.61538461538461,4706.775147928995,2,254,|ARCH:mips|
s0218.hex,327,7.154859136003236,120.48318042813456,4711.417912820657,1,254,|ARCH:powerpc|
s0219.hex,308,7.128149153154625,119.91558441558442,4682.785081801316,0,254,|ARCH:mips|
s0220.hex,311,7.171940043426024,124.79742765273312,4962.116520714219,2,254,|ARCH:x86_64|
s0221.hex,8252,7.980556707067131,128.20601066408145,5523.378063726497,0,255,|ARCH:mips|
s0222.hex,4157,7.954671216417067,127.4197738753909,5433.831728310667,0,255,|ARCH:powerpc|
s0223.hex,4146,7.947039597900507,125.14930053063193,5517.603613837805,0,255,|ARCH:arm64|
s0224.hex,4143,7.959841196651972,129.22447501810282,5412.780892646189,0,255,|ARCH:mips|
s0225.hex,2103,7.904211727300079,129.34950071326676,5436.458448395506,0,255,|ARCH:x86|
s0226.hex,4159,7.9558339533899955,126.00192353931233,5490.473186970831,0,255,|ARCH:mips|
s0227.hex,2104,7.894151691004325,122.77614068441065,5321.259297653212,0,255,|ARCH:mips|
s0228.hex,4151,7.954297850448033,125.623223319682,5597.08906800096,0,255,|ARCH:arm|
s0229.hex,565,7.580789283185134,124.26548672566372,5093.897658391416,0,254,|ARCH:mips|
s0230.hex,8254,7.977610057012099,125.53646716743397,5487.115886041023,0,255,|ARCH:x86_64|
s0231.hex,566,7.579151702605316,120.7279151943463,4974.0178426500515,0,255,|ARCH:x86_64|
s0232.hex,315,7.147847224968514,117.4,4857.382857142858,2,255,|ARCH:arm64|
s0233.hex,2117,7.9140915007202715,124.83230987246102,5255.49526216567,0,255,|ARCH:powerpc|
s0234.hex,328,7.18319463100153,118.23475609756098,4917.246718842951,0,255,|ARCH:powerpc|
s0235.hex,308,7.204173170880385,122.84740259740259,4681.22671403272,1,253,|ARCH:powerpc|
s0236.hex,564,7.557129689832371,115.55496453900709,5073.665418615764,0,254,|ARCH:x86_64|
s0237.hex,4154,7.948563761409918,125.75662012518055,5394.012745052132,0,255,|ARCH:arm64|
s0238.hex,4141,7.957143730335284,128.02656363197295,5440.08864477191,0,255,|ARCH:mips|
s0239.hex,2100,7.907674744824636,128.7647619047619,5468.507520181406,0,255,|ARCH:x86_64|
s0240.hex,2105,7.906670132902035,126.50166270783848,5316.401066119013,0,255,|ARCH:mips|
s0241.hex,2099,7.905393179015686,125.81896141019533,5153.140164523999,0,255,|ARCH:x86_64|
s0242.hex,4144,7.957259811627279,128.0757722007722,5420.104297183629,0,255,|ARCH:arm|
s0243.hex,304,7.227561283269012,126.27960526315789,5062.75405773892,0,255,|ARCH:powerpc|
s0244.hex,555,7.5901198030448125,127.12072072072073,5255.630471552634,0,255,|ARCH:powerpc|
s0245.hex,2091,7.917859609362073,127.72596843615494,5622.114768012394,0,255,|ARCH:arm|
s0246.hex,595,7.5829496789848125,128.99327731092436,5102.504156486124,1,255,|ARCH:mips|
s0247.hex,313,7.159983354992052,119.85303514376997,5271.735589829435,0,255,|ARCH:arm|
s0248.hex,318,7.153092234212468,113.46855345911949,5146.657816146513,0,255,|ARCH:x86_64|
s0249.hex,316,7.189118792629518,120.86708860759494,4811.127904182023,0,255,|ARCH:mips|
s0250.hex,572,7.628359031410713,118.67657342657343,5238.005535111742,0,255,|ARCH:x86_64|
s0251.hex,585,7.567905440811797,117.2051282051282,4721.838264299802,1,255,|ARCH:x86_64|
s0252.hex,559,7.565334602142944,120.08586762075134,4862.5400328339965,1,255,|ARCH:arm64|
s0253.hex,309,7.153952511879022,119.46278317152104,5016.649909406059,0,254,|ARCH:powerpc|
s0254.hex,305,7.2642120211359105,119.33770491803278,5060.171201289976,0,255,|ARCH:mips|
s0255.hex,2103,7.909534096743283,127.76081787922016,5425.299425293983,0,255,|ARCH:x86_64|
s0256.hex,4172,7.946842551386253,128.24328859060404,5341.698960230234,0,255,|ARCH:powerpc|
s0257.hex,2103,7.921292927913576,127.11840228245364,5323.033532016961,0,255,|ARCH:powerpc|
s0258.hex,308,7.25867666907306,118.42857142857143,4897.465677179963,2,255,|ARCH:x86_64|
s0259.hex,313,7.232044558065354,116.69009584664536,4795.907154303912,1,255,|ARCH:x86|
s0260.hex,571,7.568687958822383,124.56742556917688,5072.2104275229185,0,255,|ARCH:arm64|
s0261.hex,301,7.131945299783137,114.89036544850498,4961.665721128906,1,253,|ARCH:x86|
s0262.hex,4147,7.944514324294777,127.94839643115505,5439.631771602669,0,255,|ARCH:arm|
s0263.hex,311,7.158301538859509,124.53054662379421,4851.625272691556,0,254,|ARCH:arm|
s0264.hex,320,7.208003105888736,111.9375,5043.92734375,0,254,|ARCH:arm64|
s0265.hex,2110,7.909279871056287,125.24739336492891,5530.681924485075,0,255,|ARCH:x86_64|
s0266.hex,568,7.643576668778967,117.53521126760563,5077.3896052370565,0,255,|ARCH:arm64|
s0267.hex,2093,7.904958810026794,127.10606784519828,5397.4220988716515,0,255,|ARCH:arm64|
s0268.hex,2091,7.9007227768026596,127.03443328550932,5435.700392541102,0,255,|ARCH:arm64|
s0269.hex,4138,7.954309737592475,127.69115514741421,5535.605919835281,0,255,|ARCH:x86_64|
s0270.hex,4147,7.950586035372237,126.61972510248373,5416.131011933113,0,255,|ARCH:powerpc|
s0271.hex,301,7.131367560941753,125.06644518272425,5089.82282756261,0,255,|ARCH:x86|
s0272.hex,306,7.195145728492182,115.73202614379085,4660.758255371866,1,254,|ARCH:x86_64|
s0273.hex,4156,7.946417085444127,125.8048604427334,5415.9688984165205,0,255,|ARCH:x86_64|
s0274.hex,2124,7.911840742242509,127.84133709981168,5205.550626460751,0,255,|ARCH:arm64|
s0275.hex,8236,7.976558823395635,127.8060951918407,5377.404727297398,0,255,|ARCH:arm|
s0276.hex,2100,7.911523199679729,125.09619047619047,5479.240271201814,0,255,|ARCH:x86_64|
s0277.hex,570,7.610745670962873,125.89122807017544,5364.377642351493,1,255,|ARCH:x86_64|
s0278.hex,575,7.595498348889628,123.7895652173913,4938.559195463138,0,255,|ARCH:powerpc|
s0279.hex,553,7.604048987099943,123.02712477396021,5408.916081606493,0,255,|ARCH:arm|
s0280.hex,4131,7.951972090665883,127.71459694989107,5288.454734883544,0,255,|ARCH:x86|
s0281.hex,325,7.167080640325114,118.94769230769231,4588.566494674556,0,254,|ARCH:x86_64|
s0282.hex,556,7.617933848464905,127.33812949640287,5016.162646860928,0,253,|ARCH:arm64|
s0283.hex,556,7.622905053243755,122.32014388489209,5268.25362300088,0,255,|ARCH:x86_64|
s0284.hex,578,7.552498139029262,122.28546712802768,5050.49463308629,0,255,|ARCH:arm64|
s0285.hex,322,7.190590628323433,112.52173913043478,4699.9886578449905,0,253,|ARCH:arm|
s0286.hex,4159,7.958074368624993,127.05890839144026,5369.759213138758,0,255,|ARCH:arm64|
s0287.hex,2088,7.9132596987302675,129.73419540229884,5436.457604620821,0,255,|ARCH:arm64|
